index,x_m,y_m,z_m,yaw_rad,is_print,layer,seg_id,feed_m_s,de,material,extrusion_volume_mm3,extrusion_mass_g,pos_error_m,rot_error_rad,q1,q2,q3,q4,q5,q6,q7
0,0.4204879374118668,-0.04761297233973317,0.10026,2.6582707068836706,1,0,0,0.02,0.0,PLA,0.0,0.0,0.006310297032955038,0.005857736042820122,-0.08807460584547432,0.4086876572910798,-0.014274970617982519,-2.594239759809237,0.03838673414067168,3.00426086269787,0.9426280037729391
1,0.4213789374118668,-0.048516972339733164,0.10026,2.6582707068836706,1,0,0,0.02,0.11551,PLA,0.2778341094279952,0.000344514295690714,0.006389267466641067,0.005857736042820122,-0.08807460584547432,0.4086876572910798,-0.014274970617982519,-2.594239759809237,0.03838673414067168,3.00426086269787,0.9426280037729391
2,0.4223769374118668,-0.04932897233973317,0.10026,2.6582707068836706,1,0,0,0.02,0.11707999999999999,PLA,0.2816104019723805,0.00034919689844575185,0.006688562969189622,0.005857736042820122,-0.08807460584547432,0.4086876572910798,-0.014274970617982519,-2.594239759809237,0.03838673414067168,3.00426086269787,0.9426280037729391
3,0.4234309374118668,-0.05000797233973316,0.10026,2.6582707068836706,1,0,0,0.02,0.11409,PLA,0.2744186091649205,0.0003402790753645014,0.007162759418718554,0.005857736042820122,-0.08807460584547432,0.4086876572910798,-0.014274970617982519,-2.594239759809237,0.03838673414067168,3.00426086269787,0.9426280037729391
4,0.4244459374118668,-0.050510972339733166,0.10026,2.6582707068836706,1,0,0,0.02,0.10308,PLA,0.24793645571671497,0.0003074412050887266,0.0077119449709134,0.005857736042820122,-0.08807460584547432,0.4086876572910798,-0.014274970617982519,-2.594239759809237,0.03838673414067168,3.00426086269787,0.9426280037729391
5,0.4251249374118668,-0.050793972339733165,0.10026,2.6582707068836706,1,0,0,0.02,0.06695000000000001,PLA,0.1610336215583437,0.00019968169073234619,0.0059893567386204195,0.005420631112337813,-0.09564964363577659,0.42070487176082105,-0.013111390075053363,-2.572133679882893,0.03977560196602272,2.994855589213068,0.935571119568946
6,0.4262769374118668,-0.05115697233973317,0.10026,2.6582707068836706,1,0,0,0.02,0.10990999999999995,PLA,0.2643645309257288,0.00032781201834790373,0.005549358746846863,0.005420631112337813,-0.09564964363577659,0.42070487176082105,-0.013111390075053363,-2.572133679882893,0.03977560196602272,2.994855589213068,0.935571119568946
7,0.4274649374118668,-0.05139297233973317,0.10026,2.6582707068836706,1,0,0,0.02,0.1102200000000001,PLA,0.26511016830710465,0.0003287366087008098,0.00531888967583059,0.005420631112337813,-0.09564964363577659,0.42070487176082105,-0.013111390075053363,-2.572133679882893,0.03977560196602272,2.994855589213068,0.935571119568946
8,0.4283619374118668,-0.05148997233973317,0.10026,2.6582707068836706,1,0,0,0.02,0.08209999999999995,PLA,0.19747364197072453,0.0002448673160436984,0.005304856573096533,0.005420631112337813,-0.09564964363577659,0.42070487176082105,-0.013111390075053363,-2.572133679882893,0.03977560196602272,2.994855589213068,0.935571119568946
9,0.4293149374118668,-0.051515972339733165,0.10026,2.6582707068836706,1,0,0,0.02,0.08675999999999995,PLA,0.20868225551011035,0.0002587659968325368,0.005437967207033547,0.005420631112337813,-0.09564964363577659,0.42070487176082105,-0.013111390075053363,-2.572133679882893,0.03977560196602272,2.994855589213068,0.935571119568946
